offChipTempValue,offChipTempStatus,offChipTempMessage,onboardBrightnessValue,onboardBrightnessStatus,onboardBrightnessMessage,onboardTemperatureValue,onboardTemperatureStatus,onboardHumidityValue,onboardHumidityStatus,onboardTemperatureMessage,onboardHumidityMessage,barometerTemperaturValue,barometerTemperaturStatus,barometerPressureValue,barometerPressureStatus,barometerTemperatureMessage,barometerPressureMessage,presenceValue,presenceStatus,presenceMessage,rilevationTime,imei,props
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101150.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T15:00:01.000603,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101156.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:57.000659,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101156.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:57.000659,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101144.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:57.000515,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101144.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:57.000515,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:56.000083,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:56.000083,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:53.000301,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:53.000301,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101152.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:59:37.000427,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101152.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:59:37.000427,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101155.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:34.000299,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101155.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:34.000299,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:24.000814,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:24.000814,000000001b982f0d,[]
22.0,OK,,6.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:18.000656,000000001b982f0d,[]
22.0,OK,,6.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,0,OK,No humans detected!,2020-01-11T14:59:18.000656,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:59:15.000591,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:59:15.000591,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101140.0,OK,,,0,OK,No humans detected!,2020-01-11T14:58:58.000220,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101140.0,OK,,,0,OK,No humans detected!,2020-01-11T14:58:58.000220,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101137.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:58:46.000866,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101137.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:58:46.000866,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101150.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:58:13.000194,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101150.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:58:13.000194,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101133.0,OK,,,0,OK,No humans detected!,2020-01-11T14:58:09.000234,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101133.0,OK,,,0,OK,No humans detected!,2020-01-11T14:58:09.000234,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101145.0,OK,,,0,OK,No humans detected!,2020-01-11T14:58:00.000730,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101145.0,OK,,,0,OK,No humans detected!,2020-01-11T14:58:00.000730,000000001b982f0d,[]
22.0,OK,,8.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101147.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:49.000390,000000001b982f0d,[]
22.0,OK,,8.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101147.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:49.000390,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:37.000337,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:37.000337,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:57:32.000802,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:57:32.000802,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:12.000808,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:12.000808,000000001b982f0d,[]
21.0,OK,,5.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:07.000871,000000001b982f0d,[]
21.0,OK,,5.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:57:07.000871,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:57:02.000996,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:57:02.000996,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:57:02.000422,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:57:02.000422,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:56:59.000084,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:56:59.000084,000000001b982f0d,[]
22.0,OK,,8.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:56:44.000208,000000001b982f0d,[]
22.0,OK,,8.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:56:44.000208,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101147.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:36.000860,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101147.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:36.000860,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101134.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:35.000147,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101134.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:35.000147,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:31.000963,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:31.000963,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:18.000527,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:18.000527,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101144.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:09.000539,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101144.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:56:09.000539,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,39.0,OK,,,23.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:56:05.000630,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,39.0,OK,,,23.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:56:05.000630,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101146.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:55:44.000953,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101146.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:55:44.000953,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:39.000511,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:39.000511,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:37.000590,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:37.000590,000000001b982f0d,[]
21.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:35.000696,000000001b982f0d,[]
21.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:35.000696,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:26.000573,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:26.000573,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:26.000327,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:26.000327,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:23.000957,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:55:23.000957,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:55:22.000851,000000001b982f0d,[]
21.0,OK,,4.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:55:22.000851,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:49.000278,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:49.000278,000000001b982f0d,[]
21.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:54:37.000304,000000001b982f0d,[]
21.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:54:37.000304,000000001b982f0d,[]
22.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:37.000200,000000001b982f0d,[]
22.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:37.000200,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:36.000581,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:36.000581,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101146.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:32.000320,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101146.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:32.000320,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:30.000495,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:30.000495,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:23.000435,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:23.000435,000000001b982f0d,[]
21.0,OK,,5.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101145.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:54:23.000308,000000001b982f0d,[]
21.0,OK,,5.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101145.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:54:23.000308,000000001b982f0d,[]
22.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101134.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:20.000678,000000001b982f0d,[]
22.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101134.0,OK,,,0,OK,No humans detected!,2020-01-11T14:54:20.000678,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:54:19.000034,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:54:19.000034,000000001b982f0d,[]
22.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101144.0,OK,,,0,OK,No humans detected!,2020-01-11T14:53:59.000864,000000001b982f0d,[]
22.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101144.0,OK,,,0,OK,No humans detected!,2020-01-11T14:53:59.000864,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:45.000806,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:45.000806,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:53:39.000658,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:53:39.000658,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:33.000032,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:33.000032,000000001b982f0d,[]
22.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:20.000071,000000001b982f0d,[]
22.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:20.000071,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:10.000897,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:53:10.000897,000000001b982f0d,[]
22.0,OK,,5.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:50.000436,000000001b982f0d,[]
22.0,OK,,5.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:50.000436,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:45.000079,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101139.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:45.000079,000000001b982f0d,[]
21.0,OK,,6.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:34.000316,000000001b982f0d,[]
21.0,OK,,6.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:34.000316,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101145.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:31.000430,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101145.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:31.000430,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101144.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:26.000107,000000001b982f0d,[]
21.0,OK,,5.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101144.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:26.000107,000000001b982f0d,[]
21.0,OK,,10.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:24.000239,000000001b982f0d,[]
21.0,OK,,10.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:24.000239,000000001b982f0d,[]
20.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:19.000693,000000001b982f0d,[]
20.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:19.000693,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:18.000965,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101138.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:18.000965,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:12.000073,000000001b982f0d,[]
21.0,OK,,7.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101141.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:12.000073,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101140.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:07.000081,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101140.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:07.000081,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,0,OK,No humans detected!,2020-01-11T14:52:06.000468,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:03.000327,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101148.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:52:03.000327,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101147.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:58.000185,000000001b982f0d,[]
21.0,OK,,9.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101147.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:58.000185,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101137.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:51:44.000309,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101137.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:51:44.000309,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101151.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:31.000727,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101151.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:31.000727,000000001b982f0d,[]
21.0,OK,,10.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101132.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:20.000231,000000001b982f0d,[]
21.0,OK,,10.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101132.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:20.000231,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101140.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:51:10.000136,000000001b982f0d,[]
21.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101140.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:51:10.000136,000000001b982f0d,[]
21.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101146.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:51:06.000062,000000001b982f0d,[]
21.0,OK,,7.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101146.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:51:06.000062,000000001b982f0d,[]
21.0,OK,,6.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:00.000460,000000001b982f0d,[]
21.0,OK,,6.0,OK,,23.0,OK,38.0,OK,,,24.0,OK,101143.0,OK,,,0,OK,No humans detected!,2020-01-11T14:51:00.000460,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101140.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:50:57.000943,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101140.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:50:57.000943,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101140.0,OK,,,0,OK,No humans detected!,2020-01-11T14:50:47.000496,000000001b982f0d,[]
21.0,OK,,8.0,OK,,22.0,OK,38.0,OK,,,23.0,OK,101140.0,OK,,,0,OK,No humans detected!,2020-01-11T14:50:47.000496,000000001b982f0d,[]
22.0,OK,,6.0,OK,,22.0,OK,38.0,OK,,,24.0,OK,101142.0,OK,,,1,OK,Live body detected within 5 seconds!,2020-01-11T14:50:45.000295,000000001b982f0d,[]
